dataset,relative_path,absolute_path,filename,sample_id_from_path,size_bytes,extension,file_type,primary_file_used,sha256,gzip_integrity
CRA002308,CRA002308/N04/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/N04/barcodes.tsv.gz,barcodes.tsv.gz,N04,54759,.gz,10x cell barcode list,True,48f0a6d3cdec0295e18ad39b2774669d7aa42f215c88ca4ea7d7cd55781f2dce,PASS
CRA002308,CRA002308/N04/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/N04/features.tsv.gz,features.tsv.gz,N04,333437,.gz,10x feature annotation,True,e1306be5f0cc02cccd53383221a0d601517b6892f6e987c9e194860e92dbcfe8,PASS
CRA002308,CRA002308/N04/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/N04/matrix.mtx.gz,matrix.mtx.gz,N04,97724745,.gz,10x Matrix Market count matrix,True,e409146f386b9c6670f4b05eaffb138cdfe701bf301493e2ad86a4b34dd875e3,PASS
CRA002308,CRA002308/N05/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/N05/barcodes.tsv.gz,barcodes.tsv.gz,N05,34707,.gz,10x cell barcode list,True,53287abeed144288ec0df9b692b22946e83055a5aafa9bebc4e46b52ad2b29be,PASS
CRA002308,CRA002308/N05/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/N05/features.tsv.gz,features.tsv.gz,N05,333437,.gz,10x feature annotation,True,e85f7f91c7613a1271e4e5c269be6c7b57241ffe2dac27f325911aff2d54624b,PASS
CRA002308,CRA002308/N05/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/N05/matrix.mtx.gz,matrix.mtx.gz,N05,52033001,.gz,10x Matrix Market count matrix,True,829756dfb02b609ebf31e79736349986d7207e0f29544f45d24c2e952d354750,PASS
CRA002308,CRA002308/N06/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/N06/barcodes.tsv.gz,barcodes.tsv.gz,N06,53002,.gz,10x cell barcode list,True,7b8dbeababde5a47917f6f0ef72e30b66d55fb9e53d0dd45318e5c1d2e934214,PASS
CRA002308,CRA002308/N06/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/N06/features.tsv.gz,features.tsv.gz,N06,333437,.gz,10x feature annotation,True,9b5fe3b45a4db18a894439e3daaba6eacc3dc7a8a03f9757d493c2ef4abba82c,PASS
CRA002308,CRA002308/N06/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/N06/matrix.mtx.gz,matrix.mtx.gz,N06,86389115,.gz,10x Matrix Market count matrix,True,2eb88e90b20b722088ba2e6ff68b651522c7a12e2fd8998714d126dccce68dc3,PASS
CRA002308,CRA002308/N07/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/N07/barcodes.tsv.gz,barcodes.tsv.gz,N07,25779,.gz,10x cell barcode list,True,855f49241e65332dc98a09d7c13cc876ebd1c77ee7abd1d5ea4750aa733c81c2,PASS
CRA002308,CRA002308/N07/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/N07/features.tsv.gz,features.tsv.gz,N07,333437,.gz,10x feature annotation,True,272d099fdcf2576856042a3c08c5ffc4b79f598814e18c7cb2e4cad1f2a1965e,PASS
CRA002308,CRA002308/N07/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/N07/matrix.mtx.gz,matrix.mtx.gz,N07,35728050,.gz,10x Matrix Market count matrix,True,dfbd483878c2128acf472a2310c16b73a2a67ba808579f255c4716038da5da5d,PASS
CRA002308,CRA002308/T01/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/T01/barcodes.tsv.gz,barcodes.tsv.gz,T01,66195,.gz,10x cell barcode list,True,9765af13a31bbd1984cdaa7dae880891acb8b952c9a400a37b9ca70c636fb2b3,PASS
CRA002308,CRA002308/T01/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/T01/features.tsv.gz,features.tsv.gz,T01,333437,.gz,10x feature annotation,True,77576b7ed71aed2660f7d40e7f41b1b521b68afa7bd9ef6a0ce50e2905e79755,PASS
CRA002308,CRA002308/T01/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/T01/matrix.mtx.gz,matrix.mtx.gz,T01,130891869,.gz,10x Matrix Market count matrix,True,bb0a2f31a88692865c1e7aa964a6972195fed4cfd2afbd136bff4c05d6295342,PASS
CRA002308,CRA002308/T02/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/T02/barcodes.tsv.gz,barcodes.tsv.gz,T02,62020,.gz,10x cell barcode list,True,2f344fd86c768ff6901a3711dfb9ffe76ae1639347dc97fd4c3d5574963ba80c,PASS
CRA002308,CRA002308/T02/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/T02/features.tsv.gz,features.tsv.gz,T02,333437,.gz,10x feature annotation,True,2aff54ed8349a6a9f5252636ea3d1885ca683671dd39aa9f4d7827f8fb09d7a6,PASS
CRA002308,CRA002308/T02/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/T02/matrix.mtx.gz,matrix.mtx.gz,T02,146074496,.gz,10x Matrix Market count matrix,True,a2a22982ba895d9903e2d1bb7c896205977a91ab3268b28e6db3408b81407e5b,PASS
CRA002308,CRA002308/T03/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/T03/barcodes.tsv.gz,barcodes.tsv.gz,T03,53726,.gz,10x cell barcode list,True,37d7bd93df22a59431ad134da39865d7ca6d4182256e4c9e9d3c93fdf17640ba,PASS
CRA002308,CRA002308/T03/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/T03/features.tsv.gz,features.tsv.gz,T03,333437,.gz,10x feature annotation,True,78ce656fa54f6b7eaebdcc53291a0c830ff99f775f9409de860301b63aac5601,PASS
CRA002308,CRA002308/T03/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/T03/matrix.mtx.gz,matrix.mtx.gz,T03,105172026,.gz,10x Matrix Market count matrix,True,a084c930b059b9c39b2754509528bcb7ce465f753290b7639ea163d5235c3926,PASS
CRA002308,CRA002308/T04/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/T04/barcodes.tsv.gz,barcodes.tsv.gz,T04,83747,.gz,10x cell barcode list,True,087aef31f4d859a454d979d85a6f4a0cf72b109050be384d0dbf44c73a16e51a,PASS
CRA002308,CRA002308/T04/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/T04/features.tsv.gz,features.tsv.gz,T04,333437,.gz,10x feature annotation,True,95ab160b1d9478c069fa0c43a96e14f8ae60fb56e0f6d83f751d5076e00af774,PASS
CRA002308,CRA002308/T04/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/T04/matrix.mtx.gz,matrix.mtx.gz,T04,169700803,.gz,10x Matrix Market count matrix,True,fa3127899faa4774a853fd8d41de606e54c10e7eea6f4d58214f298ed479d627,PASS
CRA002308,CRA002308/T05/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/T05/barcodes.tsv.gz,barcodes.tsv.gz,T05,51553,.gz,10x cell barcode list,True,2998842aac976ed4919b6a9bef1e08a298b867a232bfe01ed44b59cbbf0de1f3,PASS
CRA002308,CRA002308/T05/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/T05/features.tsv.gz,features.tsv.gz,T05,333437,.gz,10x feature annotation,True,2e5a0aaad9bad00cd7eb632d81cdf74a917fe6cb2e1b633c2b065722a79cc1a2,PASS
CRA002308,CRA002308/T05/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/T05/matrix.mtx.gz,matrix.mtx.gz,T05,94963436,.gz,10x Matrix Market count matrix,True,ba81f85c76e3199e99e8b6679a50e15be941158999149962e4a725d36170f29a,PASS
CRA002308,CRA002308/T06/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/T06/barcodes.tsv.gz,barcodes.tsv.gz,T06,102562,.gz,10x cell barcode list,True,004de8033e5bbb4820c7bc0e481134290084d41f2430b151f3df5aa92dcf2f37,PASS
CRA002308,CRA002308/T06/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/T06/features.tsv.gz,features.tsv.gz,T06,333437,.gz,10x feature annotation,True,46559cf46e00c42fd05db0da3b3edbea9a81f01c3c32e9767a93a632f661a4f7,PASS
CRA002308,CRA002308/T06/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/T06/matrix.mtx.gz,matrix.mtx.gz,T06,188341794,.gz,10x Matrix Market count matrix,True,7096b79503678f1613ed7dcbd0335f7a6586ab1ba459c6083b0ec71d460e74b2,PASS
CRA002308,CRA002308/T07/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/T07/barcodes.tsv.gz,barcodes.tsv.gz,T07,45697,.gz,10x cell barcode list,True,e1f81510c5bc0c7815a675e3a60a508ad68de23ef99483d0acba8727032e8394,PASS
CRA002308,CRA002308/T07/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/T07/features.tsv.gz,features.tsv.gz,T07,333437,.gz,10x feature annotation,True,bc2c508baeb3c4a3608c80437f353ca12c5d03609faee247275cc3f38c43d397,PASS
CRA002308,CRA002308/T07/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/CRA002308/T07/matrix.mtx.gz,matrix.mtx.gz,T07,80195408,.gz,10x Matrix Market count matrix,True,90fcce5f08ab2908bad08c6e44c16a8124cc4d53d7205d07f5a49ae5143b25b1,PASS
in_house,in_house/YJCA01/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA01/barcodes.tsv.gz,barcodes.tsv.gz,YJCA01,63216,.gz,10x cell barcode list,True,a65821effe454e63984bcba718803b3dfd995c4f09239bb1ae3ddddc763ff843,PASS
in_house,in_house/YJCA01/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA01/features.tsv.gz,features.tsv.gz,YJCA01,294382,.gz,10x feature annotation,True,88e2713a5f5df51295f876c2c74d598ef193fdfd0f9a9a99f9e24ca530d51531,PASS
in_house,in_house/YJCA01/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA01/matrix.mtx.gz,matrix.mtx.gz,YJCA01,88317468,.gz,10x Matrix Market count matrix,True,2e644c6af650baf4fb3fa78eb1fa17bef771bcc738155eea466bb27438d4256e,PASS
in_house,in_house/YJCA02/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA02/barcodes.tsv.gz,barcodes.tsv.gz,YJCA02,75482,.gz,10x cell barcode list,True,4750dcf71fced8381a25a30c9ddd125a383b32639947c4cf9dba1cb9ba7d66d5,PASS
in_house,in_house/YJCA02/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA02/features.tsv.gz,features.tsv.gz,YJCA02,294382,.gz,10x feature annotation,True,88e2713a5f5df51295f876c2c74d598ef193fdfd0f9a9a99f9e24ca530d51531,PASS
in_house,in_house/YJCA02/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA02/matrix.mtx.gz,matrix.mtx.gz,YJCA02,62477611,.gz,10x Matrix Market count matrix,True,0393f4a048d22880746f1c37f1e6581e00db7ebedbf2071ba6a29035a3b4f7b9,PASS
in_house,in_house/YJCA03/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA03/barcodes.tsv.gz,barcodes.tsv.gz,YJCA03,34153,.gz,10x cell barcode list,True,5d5c16e3b81fa0edbbd1639614fd281c9572d9b1f45611bf796226497e9f1ccd,PASS
in_house,in_house/YJCA03/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA03/features.tsv.gz,features.tsv.gz,YJCA03,294382,.gz,10x feature annotation,True,88e2713a5f5df51295f876c2c74d598ef193fdfd0f9a9a99f9e24ca530d51531,PASS
in_house,in_house/YJCA03/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA03/matrix.mtx.gz,matrix.mtx.gz,YJCA03,22010635,.gz,10x Matrix Market count matrix,True,7ecd57df9d3191c0ba8e58d39f99254bab65493039cdc436f9b6765de20b81ce,PASS
in_house,in_house/YJCA04/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA04/barcodes.tsv.gz,barcodes.tsv.gz,YJCA04,52103,.gz,10x cell barcode list,True,f53181182661cd54702d1d79d2923beb5c8617fa89ea1a3734e3934499eaa3ec,PASS
in_house,in_house/YJCA04/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA04/features.tsv.gz,features.tsv.gz,YJCA04,294382,.gz,10x feature annotation,True,88e2713a5f5df51295f876c2c74d598ef193fdfd0f9a9a99f9e24ca530d51531,PASS
in_house,in_house/YJCA04/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA04/matrix.mtx.gz,matrix.mtx.gz,YJCA04,56102178,.gz,10x Matrix Market count matrix,True,5cd3220e8a3272ec633818ef315c688a3f158d5d6d5bc839601fbe64bd10cbfe,PASS
in_house,in_house/YJCA05/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA05/barcodes.tsv.gz,barcodes.tsv.gz,YJCA05,57888,.gz,10x cell barcode list,True,18e61a90bbd959e1ff2d9e9547201bee73648c9d5890cde59a0078b5f4a7f20e,PASS
in_house,in_house/YJCA05/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA05/features.tsv.gz,features.tsv.gz,YJCA05,294382,.gz,10x feature annotation,True,88e2713a5f5df51295f876c2c74d598ef193fdfd0f9a9a99f9e24ca530d51531,PASS
in_house,in_house/YJCA05/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA05/matrix.mtx.gz,matrix.mtx.gz,YJCA05,64785321,.gz,10x Matrix Market count matrix,True,61fad8c8c0c02b1e73e64a75438a18a7d0387f148ec54df7f19f6073464fa588,PASS
in_house,in_house/YJCA06/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA06/barcodes.tsv.gz,barcodes.tsv.gz,YJCA06,60795,.gz,10x cell barcode list,True,99c04c7671f47b1bf86c547613967e06a537ec047b948e30598a628a7870ae48,PASS
in_house,in_house/YJCA06/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA06/features.tsv.gz,features.tsv.gz,YJCA06,294382,.gz,10x feature annotation,True,88e2713a5f5df51295f876c2c74d598ef193fdfd0f9a9a99f9e24ca530d51531,PASS
in_house,in_house/YJCA06/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA06/matrix.mtx.gz,matrix.mtx.gz,YJCA06,54660643,.gz,10x Matrix Market count matrix,True,b656d05c7e809783389906118ea5ef1cda8ef01010344ff003f80f0e1e2b1596,PASS
in_house,in_house/YJCA07/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA07/barcodes.tsv.gz,barcodes.tsv.gz,YJCA07,63051,.gz,10x cell barcode list,True,bee3d4bea2279b5872c43ac0b08d5cd0991aa1589d807339ae160320b60ef762,PASS
in_house,in_house/YJCA07/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA07/features.tsv.gz,features.tsv.gz,YJCA07,294382,.gz,10x feature annotation,True,88e2713a5f5df51295f876c2c74d598ef193fdfd0f9a9a99f9e24ca530d51531,PASS
in_house,in_house/YJCA07/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA07/matrix.mtx.gz,matrix.mtx.gz,YJCA07,47095775,.gz,10x Matrix Market count matrix,True,205427d99ee808c72279b4448610f6c55a628ff1a88559c9a9b247b9910d6635,PASS
in_house,in_house/YJCA08/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA08/barcodes.tsv.gz,barcodes.tsv.gz,YJCA08,53588,.gz,10x cell barcode list,True,21bd555b67421ce9d3390cb611dc8f1cce657fcf4f508cfb1774ca5edbed2829,PASS
in_house,in_house/YJCA08/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA08/features.tsv.gz,features.tsv.gz,YJCA08,294382,.gz,10x feature annotation,True,88e2713a5f5df51295f876c2c74d598ef193fdfd0f9a9a99f9e24ca530d51531,PASS
in_house,in_house/YJCA08/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA08/matrix.mtx.gz,matrix.mtx.gz,YJCA08,54379193,.gz,10x Matrix Market count matrix,True,ca945692d201028c3a2d3f9ca2ffcf0cdf6e6970a0916a5379f4cb47c17c39cd,PASS
in_house,in_house/YJCA09/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA09/barcodes.tsv.gz,barcodes.tsv.gz,YJCA09,73675,.gz,10x cell barcode list,True,b50b5ea25c8eb767cf31d31a5a16178a0690e999215317c7a10b78df58ecfc8d,PASS
in_house,in_house/YJCA09/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA09/features.tsv.gz,features.tsv.gz,YJCA09,294382,.gz,10x feature annotation,True,88e2713a5f5df51295f876c2c74d598ef193fdfd0f9a9a99f9e24ca530d51531,PASS
in_house,in_house/YJCA09/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA09/matrix.mtx.gz,matrix.mtx.gz,YJCA09,85923330,.gz,10x Matrix Market count matrix,True,3cef82887b15a0c487fb1356c78caf9dfd261ddd7b73e0720fa4339541b732be,PASS
in_house,in_house/YJCA10/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA10/barcodes.tsv.gz,barcodes.tsv.gz,YJCA10,52873,.gz,10x cell barcode list,True,f8ecf6fc38d99c4f8e8950e0aa1a717ba54fea0d61debc8dde08af48c160b5ae,PASS
in_house,in_house/YJCA10/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA10/features.tsv.gz,features.tsv.gz,YJCA10,294382,.gz,10x feature annotation,True,88e2713a5f5df51295f876c2c74d598ef193fdfd0f9a9a99f9e24ca530d51531,PASS
in_house,in_house/YJCA10/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJCA10/matrix.mtx.gz,matrix.mtx.gz,YJCA10,82411457,.gz,10x Matrix Market count matrix,True,09199a598b18524981cf73f92fc633610909c4835c770a0507bf4255b25f3e19,PASS
in_house,in_house/YJP01/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP01/barcodes.tsv.gz,barcodes.tsv.gz,YJP01,63644,.gz,10x cell barcode list,True,f58420d16169c8a7f32c8a8d247bcbf73821a027ea19fd8190d41e49cbe769f9,PASS
in_house,in_house/YJP01/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP01/features.tsv.gz,features.tsv.gz,YJP01,294382,.gz,10x feature annotation,True,88e2713a5f5df51295f876c2c74d598ef193fdfd0f9a9a99f9e24ca530d51531,PASS
in_house,in_house/YJP01/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP01/matrix.mtx.gz,matrix.mtx.gz,YJP01,73634585,.gz,10x Matrix Market count matrix,True,112d1586c859402dbc274b7d78bc268eced6ea836497421c8ec16e6a28c12128,PASS
in_house,in_house/YJP02/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP02/barcodes.tsv.gz,barcodes.tsv.gz,YJP02,66904,.gz,10x cell barcode list,True,e3c89909f9832b5064385e7ddaf625f8d287bf6ade35e71d480f56bde19f430d,PASS
in_house,in_house/YJP02/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP02/features.tsv.gz,features.tsv.gz,YJP02,294382,.gz,10x feature annotation,True,88e2713a5f5df51295f876c2c74d598ef193fdfd0f9a9a99f9e24ca530d51531,PASS
in_house,in_house/YJP02/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP02/matrix.mtx.gz,matrix.mtx.gz,YJP02,57493879,.gz,10x Matrix Market count matrix,True,67aa2576f370f760779162fe0c5fc21df70d32c4023d609e1c76e2a0d2cc17b1,PASS
in_house,in_house/YJP03/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP03/barcodes.tsv.gz,barcodes.tsv.gz,YJP03,69641,.gz,10x cell barcode list,True,4e4cf14f57a499e0bd567d324c950f7b70a8c1a1374110ecc3b055ea6a4653dd,PASS
in_house,in_house/YJP03/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP03/features.tsv.gz,features.tsv.gz,YJP03,294382,.gz,10x feature annotation,True,88e2713a5f5df51295f876c2c74d598ef193fdfd0f9a9a99f9e24ca530d51531,PASS
in_house,in_house/YJP03/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP03/matrix.mtx.gz,matrix.mtx.gz,YJP03,78369624,.gz,10x Matrix Market count matrix,True,d8636b0604ce9d550095578e43e412c1cd713e73fe37cddd1f377280d5f390c9,PASS
